Order_ID,Customer_ID,Material_ID,Customer_Type,Material_Group,Price,Size,Discount,Quantity,Order_Date,Season,Brand,Channel,Customer_Purchase_Count,Return_Risk_Prob,Return_Risk_Flag
ORD12340,C2320,P1349,repeat,shoes,1499,S,4.5,2,09-01-2024 14:00,Spring,BrandA,Online,3,0.31,0
ORD12341,C1519,P1049,repeat,t-shirts,1499,L,30.62,2,11-02-2024 11:00,Spring,BrandC,Marketplace,5,0.19,0
ORD12342,C2531,P1577,repeat,shirts,2599,M,50.43,1,15-02-2024 22:00,Winter,BrandD,Marketplace,3,0.65,1
ORD12343,C7640,P1530,repeat,shirts,999,M,42.8,2,21-09-2024 05:00,Summer,BrandB,Online,2,0.39,0
ORD12344,C7213,P1918,repeat,shoes,999,L,51.7,1,17-06-2024 13:00,Summer,BrandB,Online,20,0.29,0
ORD12345,C7179,P1537,repeat,jackets,2499,M,12.37,1,29-01-2024 11:00,Spring,BrandD,Retail Store,9,0.12,0
ORD12346,C8798,P1593,new,dresses,1999,L,17.21,4,23-06-2024 00:00,Winter,BrandC,Retail Store,0,0.62,1
ORD12347,C1919,P1520,repeat,dresses,1999,S,26.48,1,12-08-2024 13:00,Winter,BrandD,Online,4,0.53,1
ORD12348,C1154,P1864,repeat,shoes,2499,L,31.4,1,12-05-2024 16:00,Spring,BrandB,Online,4,0.48,0
ORD12349,C3807,P1950,repeat,dresses,1499,S,15.13,1,23-01-2024 15:00,Summer,BrandB,Marketplace,2,0.38,0
ORD12350,C2354,P1436,new,shirts,999,S,22.87,1,20-09-2024 22:00,Winter,BrandB,Online,0,0.71,1
ORD12351,C9189,P1292,new,dresses,2499,L,41.22,1,05-06-2024 16:00,Winter,BrandB,Retail Store,0,0.86,1
ORD12352,C8109,P1330,repeat,jackets,1999,XL,38.72,1,09-08-2024 20:00,Summer,BrandC,Marketplace,8,0.43,0
ORD12353,C6427,P1393,new,dresses,1499,M,6.63,2,09-12-2024 09:00,Winter,BrandB,Marketplace,0,0.66,1
ORD12354,C2562,P1326,new,jackets,1999,M,59.14,1,08-04-2024 20:00,Summer,BrandB,Online,0,0.8,1
ORD12355,C9653,P1775,new,t-shirts,1499,M,33.76,3,01-07-2024 02:00,Winter,BrandC,Online,1,0.67,1
ORD12356,C1697,P1182,new,shirts,1999,M,29.01,1,05-06-2024 15:00,Winter,BrandD,Retail Store,0,0.56,1
ORD12357,C4764,P1976,new,jackets,2599,L,58.03,2,13-08-2024 23:00,Spring,BrandC,Marketplace,0,0.87,1
ORD12358,C4463,P1146,repeat,shirts,499,L,8.42,1,05-06-2024 16:00,Winter,BrandB,Online,3,0.32,0
ORD12359,C8790,P1042,repeat,dresses,1499,S,32.62,1,27-07-2024 14:00,Summer,BrandA,Online,7,0.4,0
ORD12360,C5441,P1833,repeat,shirts,1499,M,48.3,1,09-01-2024 01:00,Winter,BrandC,Marketplace,15,0.37,0
ORD12361,C1762,P1967,repeat,shirts,1499,L,23.93,3,25-01-2024 09:00,Spring,BrandC,Marketplace,10,0.28,0
ORD12362,C2218,P1752,new,shoes,499,M,44.18,1,11-03-2024 21:00,Winter,BrandD,Retail Store,0,0.79,1
ORD12363,C5593,P1903,repeat,pants,499,L,53.95,1,17-12-2024 08:00,Autumn,BrandB,Online,8,0.37,0
ORD12364,C9897,P1748,repeat,shoes,1999,S,15.7,1,17-02-2024 04:00,Summer,BrandA,Online,20,0.26,0
ORD12365,C1539,P1215,new,dresses,999,L,14.49,2,27-09-2024 13:00,Autumn,BrandC,Online,0,0.57,1
ORD12366,C3938,P1440,new,shirts,2599,S,21.64,4,27-10-2024 17:00,Spring,BrandC,Online,1,0.84,1
ORD12367,C6152,P1531,repeat,shirts,1999,L,25.11,1,19-11-2024 16:00,Autumn,BrandC,Retail Store,7,0.13,0
ORD12368,C1256,P1284,new,dresses,1499,M,6.66,2,10-12-2024 20:00,Winter,BrandA,Retail Store,0,0.59,1
ORD12369,C4394,P1588,repeat,pants,1499,M,13.88,1,14-07-2024 15:00,Summer,BrandC,Online,15,0.09,0
ORD12370,C3362,P1900,repeat,t-shirts,2599,L,52.39,5,17-12-2024 00:00,Autumn,BrandC,Marketplace,3,0.71,1
ORD12371,C7525,P1630,new,dresses,1999,S,34.0,2,15-02-2024 17:00,Winter,BrandA,Retail Store,1,0.71,1
ORD12372,C2260,P1321,repeat,t-shirts,2499,M,16.07,1,17-10-2024 02:00,Autumn,BrandC,Retail Store,4,0.2,0
ORD12373,C5903,P1101,repeat,dresses,999,M,56.62,1,23-08-2024 18:00,Winter,BrandA,Marketplace,15,0.56,1
ORD12374,C3661,P1355,new,shoes,499,M,46.46,1,27-04-2024 14:00,Winter,BrandD,Retail Store,0,0.87,1
ORD12375,C4939,P1291,repeat,dresses,999,XL,21.75,2,09-07-2024 08:00,Autumn,BrandA,Marketplace,3,0.58,1
ORD12376,C7375,P1169,new,pants,2499,L,45.93,1,22-06-2024 11:00,Spring,BrandD,Online,0,0.67,1
ORD12377,C9856,P1121,repeat,pants,1999,S,35.76,2,22-06-2024 15:00,Summer,BrandA,Online,6,0.37,0
ORD12378,C6435,P1294,new,t-shirts,1999,L,41.03,2,02-09-2024 09:00,Spring,BrandB,Retail Store,1,0.55,1
ORD12379,C7288,P1280,repeat,shoes,1499,M,19.29,1,27-06-2024 14:00,Autumn,BrandC,Retail Store,9,0.21,0
ORD12380,C3292,P1498,new,t-shirts,2599,XL,12.57,2,27-06-2024 18:00,Winter,BrandD,Online,0,0.79,1
ORD12381,C2284,P1449,repeat,t-shirts,1999,M,15.21,4,18-10-2024 20:00,Autumn,BrandC,Retail Store,5,0.02,0
ORD12382,C9204,P1229,repeat,jackets,2499,L,5.02,1,06-02-2024 12:00,Winter,BrandC,Online,7,0.22,0
ORD12383,C6666,P1906,new,jackets,1999,M,28.26,3,28-12-2024 23:00,Winter,BrandA,Retail Store,0,0.64,1
ORD12384,C1879,P1173,repeat,shoes,1999,M,24.37,1,23-05-2024 12:00,Spring,BrandB,Retail Store,10,0.19,0
ORD12385,C2600,P1295,new,pants,2499,M,0.15,1,03-09-2024 20:00,Spring,BrandA,Retail Store,0,0.47,0
ORD12386,C8161,P1961,repeat,dresses,499,M,51.38,4,15-02-2024 00:00,Autumn,BrandC,Retail Store,10,0.49,0
ORD12387,C4803,P1939,repeat,shoes,999,L,40.91,2,20-11-2024 08:00,Summer,BrandA,Marketplace,4,0.49,0
ORD12388,C2245,P1265,repeat,dresses,1999,M,26.8,2,28-05-2024 10:00,Spring,BrandD,Online,10,0.26,0
ORD12389,C6580,P1620,new,t-shirts,999,XL,58.02,1,03-11-2024 10:00,Winter,BrandB,Marketplace,0,0.83,1
ORD12390,C7499,P1771,new,dresses,999,M,56.43,1,14-03-2024 03:00,Autumn,BrandC,Online,1,0.81,1
ORD12391,C6347,P1108,repeat,shoes,1499,L,5.71,1,11-01-2024 15:00,Autumn,BrandA,Retail Store,7,0.2,0
ORD12392,C1485,P1946,repeat,shirts,499,XL,36.91,2,06-08-2024 19:00,Summer,BrandD,Retail Store,10,0.28,0
ORD12393,C5478,P1237,repeat,shoes,999,L,49.02,2,13-06-2024 11:00,Autumn,BrandB,Marketplace,4,0.42,0
ORD12394,C8381,P1682,repeat,shirts,1499,XL,10.38,1,25-03-2024 04:00,Spring,BrandA,Marketplace,9,0.23,0
ORD12395,C9038,P1285,repeat,jackets,2499,L,7.68,1,10-04-2024 09:00,Winter,BrandA,Marketplace,10,0.32,0
ORD12396,C4737,P1144,repeat,pants,2499,M,15.59,2,07-11-2024 15:00,Autumn,BrandC,Online,9,0.18,0
ORD12397,C6829,P1098,new,shirts,2499,L,16.78,5,08-12-2024 22:00,Autumn,BrandD,Marketplace,0,0.66,1
ORD12398,C7150,P1211,new,shirts,2599,S,57.9,2,15-12-2024 20:00,Winter,BrandB,Online,1,0.85,1
ORD12399,C8075,P1565,new,dresses,2599,M,46.83,2,23-06-2024 09:00,Autumn,BrandA,Online,0,0.86,1
ORD12400,C4043,P1858,new,dresses,2499,M,3.58,3,20-09-2024 12:00,Autumn,BrandB,Online,0,0.74,1
ORD12401,C7227,P1520,repeat,pants,2499,L,47.19,1,17-10-2024 12:00,Summer,BrandD,Retail Store,4,0.34,0
ORD12402,C2404,P1772,repeat,shirts,1499,M,10.18,1,26-12-2024 05:00,Spring,BrandC,Marketplace,10,0.12,0
ORD12403,C5839,P1172,repeat,shoes,499,M,21.43,2,17-12-2024 05:00,Autumn,BrandC,Online,3,0.42,0
ORD12404,C5037,P1028,new,pants,499,M,19.11,3,15-04-2024 19:00,Spring,BrandC,Online,0,0.62,1
ORD12405,C2204,P1612,repeat,dresses,1499,XL,16.34,2,11-02-2024 14:00,Summer,BrandB,Retail Store,15,0.2,0
ORD12406,C2344,P1924,repeat,dresses,1499,S,18.53,1,27-07-2024 22:00,Spring,BrandB,Marketplace,9,0.28,0
ORD12407,C5390,P1040,repeat,shoes,2599,S,45.25,1,02-08-2024 16:00,Summer,BrandA,Retail Store,9,0.4,0
ORD12408,C3526,P1982,repeat,pants,1999,M,15.99,2,24-11-2024 12:00,Spring,BrandD,Retail Store,6,0.02,0
ORD12409,C7225,P1912,new,bags,999,XL,48.04,2,31-03-2024 16:00,Spring,BrandD,Retail Store,1,0.59,1
ORD12410,C3527,P1552,new,shoes,2599,XL,5.46,1,23-11-2024 05:00,Autumn,BrandD,Marketplace,0,0.83,1
ORD12411,C7383,P1550,repeat,dresses,2599,L,35.71,2,12-03-2024 10:00,Spring,BrandB,Marketplace,2,0.64,1
ORD12412,C6188,P1818,repeat,shirts,2499,XL,51.78,2,06-07-2024 05:00,Autumn,BrandC,Retail Store,7,0.41,0
ORD12413,C6909,P1199,new,shoes,2599,M,4.76,1,02-11-2024 19:00,Autumn,BrandD,Online,0,0.71,1
ORD12414,C2745,P1006,repeat,shirts,2599,XL,38.09,1,03-04-2024 21:00,Spring,BrandA,Marketplace,3,0.46,0
ORD12415,C2499,P1500,repeat,dresses,999,S,30.7,3,22-06-2024 06:00,Autumn,BrandB,Marketplace,5,0.51,1
ORD12416,C1085,P1852,repeat,bags,1999,S,19.92,3,14-09-2024 06:00,Spring,BrandC,Online,10,0.13,0
ORD12417,C6050,P1842,new,shoes,499,S,6.04,1,07-06-2024 18:00,Winter,BrandD,Retail Store,1,0.6,1
ORD12418,C8286,P1026,repeat,shirts,2499,L,40.59,5,25-01-2024 20:00,Autumn,BrandC,Marketplace,15,0.46,0
ORD12419,C6896,P1378,new,shirts,2599,L,18.56,1,02-03-2024 03:00,Winter,BrandA,Retail Store,1,0.53,1
ORD12420,C5419,P1208,new,shoes,2599,M,20.34,1,17-09-2024 07:00,Winter,BrandD,Online,1,0.73,1
ORD12421,C2674,P1288,repeat,shirts,499,XL,43.06,1,21-06-2024 11:00,Autumn,BrandD,Retail Store,3,0.34,0
ORD12422,C3170,P1964,repeat,shirts,1499,M,56.72,3,29-04-2024 11:00,Summer,BrandC,Online,3,0.55,1
ORD12423,C2430,P1970,new,t-shirts,999,S,20.02,3,01-07-2024 19:00,Summer,BrandB,Online,0,0.74,1
ORD12424,C4070,P1584,new,shoes,499,M,44.8,2,31-03-2024 05:00,Winter,BrandC,Marketplace,0,0.92,1
ORD12425,C8061,P1436,repeat,pants,1999,L,57.4,1,19-05-2024 01:00,Winter,BrandA,Retail Store,8,0.26,0
ORD12426,C8353,P1749,repeat,jackets,499,L,5.87,2,03-06-2024 13:00,Spring,BrandC,Marketplace,10,0.21,0
ORD12427,C9395,P1455,repeat,shirts,2499,M,31.75,1,02-11-2024 21:00,Winter,BrandC,Marketplace,10,0.32,0
ORD12428,C7685,P1533,repeat,bags,2499,L,0.67,3,21-04-2024 02:00,Autumn,BrandD,Retail Store,8,0.16,0
ORD12429,C2692,P1129,repeat,pants,999,M,49.51,1,21-12-2024 23:00,Summer,BrandB,Marketplace,7,0.3,0
ORD12430,C1430,P1850,repeat,jackets,1499,L,17.21,1,09-06-2024 17:00,Summer,BrandB,Online,4,0.16,0
ORD12431,C2468,P1464,repeat,dresses,2599,XL,19.97,5,11-06-2024 15:00,Summer,BrandB,Retail Store,15,0.33,0
ORD12432,C6798,P1302,new,t-shirts,2499,S,41.24,2,11-03-2024 10:00,Autumn,BrandB,Retail Store,1,0.66,1
ORD12433,C2524,P1940,new,bags,1999,XL,47.35,1,13-04-2024 01:00,Spring,BrandC,Retail Store,0,0.6,1
ORD12434,C6315,P1112,new,pants,999,L,24.0,1,17-03-2024 22:00,Autumn,BrandD,Online,0,0.53,1
ORD12435,C7311,P1733,new,bags,2499,M,39.93,3,07-12-2024 07:00,Autumn,BrandD,Online,1,0.72,1
ORD12436,C1202,P1723,new,shoes,1999,XL,57.38,1,21-01-2024 12:00,Summer,BrandB,Online,0,0.89,1
ORD12437,C5781,P1941,repeat,shoes,2599,M,53.21,1,24-09-2024 12:00,Autumn,BrandC,Retail Store,15,0.47,0
ORD12438,C7779,P1865,new,pants,499,M,42.08,1,17-04-2024 06:00,Winter,BrandB,Marketplace,0,0.94,1
ORD12439,C7353,P1122,new,dresses,2599,S,56.58,2,23-05-2024 10:00,Autumn,BrandB,Marketplace,0,0.97,1
ORD12440,C2387,P1455,new,shirts,1999,M,52.56,4,27-04-2024 16:00,Summer,BrandD,Online,0,0.75,1
ORD12441,C4977,P1910,new,dresses,2599,L,43.74,5,18-12-2024 23:00,Summer,BrandD,Online,0,0.97,1
ORD12442,C9537,P1442,repeat,dresses,999,L,55.03,5,17-12-2024 08:00,Autumn,BrandB,Online,2,0.65,1
ORD12443,C3778,P1505,new,t-shirts,2499,XL,49.04,1,03-02-2024 16:00,Winter,BrandC,Online,1,0.79,1
ORD12444,C7237,P1269,repeat,t-shirts,1499,M,30.14,3,24-05-2024 18:00,Winter,BrandB,Marketplace,4,0.44,0
ORD12445,C3777,P1088,new,shoes,1499,S,30.14,2,24-04-2024 12:00,Summer,BrandD,Marketplace,1,0.71,1
ORD12446,C3274,P1885,repeat,pants,1999,S,0.53,2,09-04-2024 11:00,Winter,BrandD,Online,7,0.21,0
ORD12447,C5405,P1140,new,pants,1999,M,1.81,3,23-03-2024 16:00,Winter,BrandC,Online,0,0.59,1
ORD12448,C5933,P1285,repeat,shirts,1999,XL,44.77,3,31-01-2024 13:00,Spring,BrandB,Online,5,0.37,0
ORD12449,C5397,P1749,new,shirts,2499,L,33.29,1,20-03-2024 20:00,Spring,BrandB,Online,0,0.68,1
ORD12450,C9079,P1684,repeat,pants,1499,M,45.66,4,11-01-2024 04:00,Winter,BrandA,Marketplace,6,0.48,0
ORD12451,C3390,P1119,new,pants,1499,XL,56.98,3,06-05-2024 08:00,Winter,BrandB,Retail Store,0,0.9,1
ORD12452,C2036,P1991,repeat,bags,999,L,27.15,2,06-06-2024 00:00,Spring,BrandC,Marketplace,2,0.31,0
ORD12453,C3739,P1362,new,dresses,999,S,5.31,3,29-04-2024 23:00,Spring,BrandD,Retail Store,0,0.81,1
ORD12454,C8121,P1822,new,pants,499,L,37.59,2,02-01-2024 10:00,Spring,BrandA,Online,0,0.64,1
ORD12455,C5521,P1080,repeat,dresses,2499,M,5.98,3,12-01-2024 02:00,Summer,BrandC,Online,9,0.27,0
ORD12456,C7899,P1762,repeat,shirts,1999,S,37.28,2,13-02-2024 00:00,Summer,BrandC,Online,3,0.47,0
ORD12457,C5911,P1812,repeat,shoes,999,M,31.66,2,22-12-2024 08:00,Spring,BrandA,Marketplace,8,0.29,0
ORD12458,C8933,P1227,repeat,dresses,499,M,42.73,1,20-09-2024 11:00,Spring,BrandB,Marketplace,10,0.4,0
ORD12459,C2260,P1744,repeat,shoes,499,M,21.06,3,10-11-2024 22:00,Spring,BrandA,Marketplace,15,0.42,0
ORD12460,C6916,P1076,repeat,shoes,1499,M,8.63,4,23-10-2024 06:00,Summer,BrandC,Online,7,0.34,0
ORD12461,C5123,P1334,repeat,bags,2499,S,14.17,5,16-09-2024 00:00,Summer,BrandB,Marketplace,9,0.34,0
ORD12462,C5040,P1160,repeat,jackets,2499,L,41.02,1,19-03-2024 05:00,Winter,BrandD,Online,6,0.26,0
ORD12463,C9123,P1519,new,dresses,2599,XL,28.69,1,31-01-2024 22:00,Autumn,BrandA,Online,0,0.85,1
ORD12464,C4203,P1343,repeat,dresses,1999,L,32.45,2,21-01-2024 08:00,Winter,BrandC,Online,7,0.34,0
ORD12465,C8501,P1282,repeat,dresses,2499,M,19.38,3,12-12-2024 17:00,Autumn,BrandB,Retail Store,8,0.26,0
ORD12466,C2752,P1464,repeat,pants,2599,M,50.2,3,24-11-2024 06:00,Autumn,BrandC,Marketplace,8,0.46,0
ORD12467,C3219,P1645,repeat,shoes,1999,M,59.97,1,20-09-2024 16:00,Autumn,BrandB,Retail Store,9,0.38,0
ORD12468,C5991,P1753,repeat,shirts,2499,S,18.73,2,24-03-2024 01:00,Winter,BrandB,Online,8,0.18,0
ORD12469,C1110,P1525,repeat,shoes,1499,L,43.12,1,08-01-2024 15:00,Summer,BrandA,Online,10,0.26,0
ORD12470,C7483,P1688,new,dresses,2599,L,10.27,2,27-02-2024 01:00,Summer,BrandD,Online,1,0.55,1
ORD12471,C6443,P1795,new,pants,499,L,44.55,1,20-07-2024 17:00,Summer,BrandB,Online,1,0.57,1
ORD12472,C7224,P1075,new,bags,2499,L,25.85,1,09-05-2024 06:00,Summer,BrandC,Online,1,0.59,1
ORD12473,C6399,P1723,repeat,jackets,2499,M,36.32,3,11-09-2024 09:00,Winter,BrandB,Marketplace,9,0.49,0
ORD12474,C8212,P1704,new,t-shirts,1499,M,14.25,1,18-09-2024 22:00,Spring,BrandD,Online,1,0.47,0
ORD12475,C6484,P1322,new,dresses,999,L,51.1,1,04-03-2024 10:00,Autumn,BrandC,Marketplace,1,0.86,1
ORD12476,C8055,P1913,new,jackets,1999,M,10.4,1,16-07-2024 03:00,Summer,BrandB,Retail Store,0,0.37,0
ORD12477,C3230,P1946,new,shirts,999,M,55.72,1,12-02-2024 03:00,Summer,BrandB,Online,0,0.72,1
ORD12478,C5922,P1039,new,t-shirts,499,M,3.67,1,09-06-2024 14:00,Winter,BrandA,Online,0,0.57,1
ORD12479,C6253,P1443,new,shirts,999,M,17.28,1,16-07-2024 12:00,Autumn,BrandD,Marketplace,1,0.49,0
ORD12480,C4290,P1102,new,t-shirts,499,S,33.78,1,05-08-2024 23:00,Summer,BrandB,Retail Store,0,0.66,1
ORD12481,C8848,P1954,repeat,pants,1999,L,51.51,1,15-06-2024 13:00,Spring,BrandD,Online,3,0.5,1
ORD12482,C6147,P1722,repeat,jackets,1499,XL,34.62,1,28-02-2024 01:00,Summer,BrandB,Marketplace,3,0.43,0
ORD12483,C3910,P1813,repeat,jackets,499,M,12.97,1,14-12-2024 09:00,Autumn,BrandC,Online,2,0.32,0
ORD12484,C7524,P1533,repeat,shirts,1999,S,51.54,2,02-02-2024 08:00,Spring,BrandD,Marketplace,10,0.5,1
ORD12485,C6228,P1325,repeat,shoes,2599,L,35.77,1,25-11-2024 10:00,Winter,BrandC,Online,4,0.54,1
ORD12486,C5775,P1194,repeat,bags,1499,M,13.94,3,07-07-2024 15:00,Spring,BrandD,Marketplace,9,0.24,0
ORD12487,C9044,P1861,repeat,shoes,999,M,33.71,3,14-10-2024 11:00,Autumn,BrandC,Retail Store,3,0.35,0
ORD12488,C4971,P1571,new,jackets,999,S,40.52,3,04-04-2024 09:00,Autumn,BrandB,Retail Store,0,0.79,1
ORD12489,C6339,P1676,repeat,dresses,499,M,40.83,1,13-05-2024 02:00,Spring,BrandC,Online,3,0.47,0
ORD12490,C7161,P1857,new,shoes,2499,L,43.44,1,02-08-2024 22:00,Summer,BrandC,Online,0,0.78,1
ORD12491,C5592,P1898,new,pants,2599,L,53.74,1,30-07-2024 04:00,Autumn,BrandB,Marketplace,1,0.83,1
ORD12492,C7437,P1641,new,pants,2499,M,49.49,2,05-10-2024 23:00,Spring,BrandD,Marketplace,0,0.76,1
ORD12493,C6980,P1036,repeat,t-shirts,2599,M,36.46,2,03-08-2024 23:00,Autumn,BrandC,Retail Store,6,0.18,0
ORD12494,C2865,P1971,repeat,shoes,1499,S,1.93,2,07-03-2024 16:00,Summer,BrandA,Online,2,0.39,0
ORD12495,C4273,P1649,new,dresses,999,S,44.97,2,24-01-2024 19:00,Summer,BrandA,Online,0,0.78,1
ORD12496,C9939,P1642,repeat,shoes,1999,XL,58.5,4,03-01-2024 11:00,Spring,BrandC,Retail Store,9,0.57,1
ORD12497,C3947,P1008,repeat,dresses,2599,L,18.33,4,15-05-2024 13:00,Winter,BrandC,Online,2,0.49,0
ORD12498,C1440,P1251,new,jackets,1499,M,36.41,3,12-01-2024 12:00,Winter,BrandC,Online,0,0.8,1
ORD12499,C8563,P1140,repeat,bags,499,L,46.12,1,08-11-2024 00:00,Summer,BrandD,Retail Store,5,0.07,0
ORD12500,C4434,P1600,repeat,shoes,2599,L,38.35,5,02-10-2024 23:00,Winter,BrandB,Retail Store,10,0.45,0
ORD12501,C8183,P1385,new,t-shirts,499,L,55.35,2,04-05-2024 12:00,Summer,BrandA,Online,0,0.79,1
ORD12502,C5773,P1893,new,t-shirts,1499,S,28.4,2,03-01-2024 09:00,Winter,BrandA,Online,1,0.8,1
ORD12503,C2133,P1965,repeat,dresses,1999,S,31.91,1,09-09-2024 15:00,Summer,BrandD,Retail Store,10,0.32,0
ORD12504,C7703,P1225,repeat,bags,999,L,2.29,1,09-07-2024 10:00,Autumn,BrandC,Online,3,0.13,0
ORD12505,C9180,P1689,new,pants,999,M,54.01,2,12-08-2024 21:00,Spring,BrandC,Marketplace,0,0.84,1
ORD12506,C3280,P1200,repeat,shirts,1999,XL,15.74,1,15-09-2024 20:00,Spring,BrandB,Online,8,0.15,0
ORD12507,C5961,P1271,new,jackets,999,L,58.71,1,25-10-2024 16:00,Winter,BrandB,Online,0,0.82,1
ORD12508,C4965,P1481,repeat,shoes,2599,XL,12.13,2,20-02-2024 21:00,Spring,BrandA,Marketplace,8,0.4,0
ORD12509,C5139,P1155,repeat,t-shirts,2499,M,15.21,1,14-08-2024 05:00,Winter,BrandB,Retail Store,6,0.22,0
ORD12510,C3525,P1496,new,jackets,2499,XL,29.08,1,14-01-2024 08:00,Summer,BrandA,Online,1,0.71,1
ORD12511,C7932,P1833,new,shirts,1999,M,39.63,2,01-02-2024 10:00,Autumn,BrandD,Online,0,0.63,1
ORD12512,C7176,P1191,new,jackets,2499,XL,26.44,1,24-10-2024 13:00,Spring,BrandC,Online,0,0.65,1
ORD12513,C2211,P1751,repeat,shoes,2599,S,21.11,1,22-10-2024 11:00,Autumn,BrandC,Retail Store,20,0.3,0
ORD12514,C8357,P1508,repeat,dresses,1499,M,32.41,1,23-09-2024 04:00,Spring,BrandA,Online,8,0.29,0
ORD12515,C8851,P1289,repeat,dresses,999,L,57.5,5,15-10-2024 03:00,Summer,BrandC,Marketplace,8,0.58,1
ORD12516,C7566,P1134,repeat,jackets,2599,M,57.72,1,02-07-2024 09:00,Spring,BrandD,Retail Store,10,0.37,0
ORD12517,C9755,P1203,repeat,shirts,1499,M,19.68,2,03-03-2024 19:00,Spring,BrandB,Retail Store,6,0.06,0
ORD12518,C9300,P1650,new,shoes,1999,XL,40.81,1,20-02-2024 09:00,Summer,BrandD,Marketplace,0,0.84,1
ORD12519,C7853,P1896,repeat,dresses,2599,M,43.31,1,09-01-2024 21:00,Winter,BrandC,Retail Store,15,0.38,0
ORD12520,C9907,P1090,new,t-shirts,2599,L,39.21,1,25-09-2024 06:00,Winter,BrandD,Online,0,0.77,1
ORD12521,C1602,P1973,repeat,dresses,2499,S,6.78,5,10-09-2024 05:00,Summer,BrandC,Online,2,0.46,0
ORD12522,C6890,P1528,repeat,shirts,1499,L,32.37,1,23-07-2024 04:00,Winter,BrandA,Online,5,0.2,0
ORD12523,C9796,P1877,repeat,pants,1499,L,45.8,2,29-02-2024 01:00,Spring,BrandB,Marketplace,10,0.32,0
ORD12524,C2392,P1740,repeat,shoes,499,M,12.05,2,02-03-2024 15:00,Autumn,BrandB,Marketplace,2,0.41,0
ORD12525,C2791,P1767,new,t-shirts,1499,S,20.89,3,02-06-2024 11:00,Summer,BrandC,Online,1,0.65,1
ORD12526,C5067,P1219,new,pants,2499,L,12.23,2,11-07-2024 15:00,Spring,BrandC,Marketplace,0,0.64,1
ORD12527,C6816,P1003,repeat,pants,999,S,53.22,1,02-01-2024 01:00,Summer,BrandB,Retail Store,9,0.35,0
ORD12528,C3725,P1444,repeat,bags,999,S,51.51,2,01-11-2024 03:00,Autumn,BrandD,Retail Store,7,0.29,0
ORD12529,C1725,P1068,new,shirts,999,L,10.15,5,09-08-2024 03:00,Spring,BrandD,Online,1,0.63,1
ORD12530,C7547,P1502,new,bags,2499,S,45.63,3,09-03-2024 15:00,Spring,BrandD,Online,0,0.81,1
ORD12531,C6432,P1571,new,dresses,999,S,21.84,1,29-09-2024 06:00,Autumn,BrandB,Retail Store,0,0.64,1
ORD12532,C8052,P1625,repeat,t-shirts,2599,L,41.17,1,02-07-2024 13:00,Autumn,BrandA,Online,2,0.4,0
ORD12533,C2735,P1213,repeat,pants,2599,S,29.6,1,16-11-2024 11:00,Winter,BrandC,Retail Store,10,0.32,0
ORD12534,C1172,P1727,repeat,shirts,999,M,28.32,2,29-01-2024 15:00,Spring,BrandC,Marketplace,9,0.28,0
ORD12535,C2615,P1182,repeat,t-shirts,1999,S,52.88,1,22-12-2024 21:00,Autumn,BrandB,Marketplace,4,0.56,1
ORD12536,C5239,P1039,repeat,t-shirts,1999,L,38.22,1,11-01-2024 06:00,Autumn,BrandA,Retail Store,10,0.22,0
ORD12537,C4637,P1428,new,t-shirts,499,L,14.15,1,07-09-2024 17:00,Spring,BrandB,Retail Store,1,0.48,0
ORD12538,C9366,P1704,repeat,shirts,2599,L,6.65,1,12-05-2024 21:00,Winter,BrandD,Online,3,0.29,0
ORD12539,C9499,P1269,repeat,t-shirts,499,M,56.0,1,20-10-2024 11:00,Summer,BrandD,Marketplace,9,0.44,0
ORD12540,C4621,P1628,new,t-shirts,1499,S,9.2,1,13-10-2024 12:00,Winter,BrandC,Marketplace,0,0.68,1
ORD12541,C8303,P1389,new,dresses,1499,S,44.04,5,18-05-2024 02:00,Autumn,BrandC,Retail Store,0,0.87,1
ORD12542,C7129,P1646,repeat,t-shirts,2599,M,29.75,3,19-07-2024 20:00,Summer,BrandC,Online,6,0.34,0
ORD12543,C7408,P1597,new,t-shirts,2599,XL,8.4,2,06-04-2024 03:00,Summer,BrandC,Online,1,0.61,1
ORD12544,C8586,P1240,repeat,dresses,1499,M,46.6,1,14-09-2024 23:00,Winter,BrandD,Online,5,0.39,0
ORD12545,C9199,P1653,repeat,shirts,499,M,54.27,2,30-12-2024 17:00,Summer,BrandD,Retail Store,2,0.43,0
ORD12546,C3469,P1357,repeat,shoes,999,S,7.29,2,03-10-2024 15:00,Autumn,BrandA,Online,8,0.27,0
ORD12547,C6651,P1495,repeat,shirts,1499,L,4.03,1,18-04-2024 18:00,Spring,BrandC,Retail Store,20,0.14,0
ORD12548,C1402,P1543,repeat,shoes,999,L,50.99,5,22-09-2024 03:00,Spring,BrandB,Retail Store,8,0.51,1
ORD12549,C8909,P1672,new,shoes,999,L,30.06,2,09-11-2024 10:00,Spring,BrandA,Online,0,0.68,1
ORD12550,C2712,P1977,repeat,shirts,499,XL,40.47,5,11-01-2024 12:00,Winter,BrandA,Marketplace,3,0.62,1
ORD12551,C5840,P1184,new,pants,1999,M,26.49,1,26-12-2024 10:00,Spring,BrandD,Online,1,0.58,1
ORD12552,C7815,P1898,repeat,shirts,2599,S,24.75,2,08-06-2024 19:00,Spring,BrandC,Marketplace,8,0.34,0
